t[s],q_urdf_hip,q_urdf_knee,qd_urdf_hip,qd_urdf_knee,qdd_urdf_hip,qdd_urdf_knee,Tau_urdf_hip,Tau_urdf_knee
0.595,0.3902353430022416,-1.9285065375126518,0.130972278226385,0.1713277551191611,7.273460014853715,-18.945510741844604,0.06468636156845997,-0.01324955897985435
0.6,0.391072040861779,-1.9281235365075051,0.16733957190747836,0.07660020102934655,14.042087910393239,-25.401547185016117,0.12723097132999941,-0.016765103967613233
0.605,0.3922597908804143,-1.9283755741789528,0.23755000372706608,-0.05040753428951179,19.98924083130562,-31.072254028761915,0.18209201852773277,-0.019888641850936147
0.61,0.3939472718756448,-1.929404418193565,0.3374961990461002,-0.20576880292242916,25.22327756008287,-36.04894116588293,0.23019769823232003,-0.022708935867634745
0.615,0.3962653347610624,-1.9313344857255952,0.4636125770835142,-0.38601350640604976,29.835253220979798,-40.41073688292659,0.2723033166831978,-0.025312411965041363
0.62,0.3993292789242379,-1.9342748216640888,0.6127888326351033,-0.588067187698745,33.90073913593287,-44.22406553149931,0.3090157005352736,-0.027779065715502625
0.625,0.40324074150959005,-1.9383207592216278,0.782292517070431,-0.8091875115078018,37.48124958612614,-47.54299208513264,0.34081126703371145,-0.030180113380183185
0.63,0.4080892352752727,-1.9435552715586335,0.9696987531365291,-1.0469024674011231,40.625339446651815,-50.40994308660244,0.3680494545983328,-0.03257660131298294
0.635,0.4139533624649436,-1.9500500324469112,1.1728254379341816,-1.2989521776555253,43.36945994870804,-52.85654778784558,0.3909831810598636,-0.035018462966141736
0.64,0.4209017260884672,-1.957866207000934,1.3896727247047231,-1.5632349108045558,45.738643406811924,-54.90447817399619,0.40976765309257773,-0.037543697035336866
0.645,0.42899355572973,-1.967054993477466,1.6183659282525604,-1.8377572953063597,47.74706222231039,-56.566237242635324,0.42446846776404024,-0.04017746176277759
0.65,0.4382790618566551,-1.977657935850504,1.8571012253850174,-2.1205884746076196,49.39848441865904,-57.84587717535515,0.4350696224698362,-0.04293096103690945
0.655,0.44879953002179723,-1.9897070251158293,2.1040936330284232,-2.409817853065085,50.68663018385763,-58.739639765123336,0.4414817987791409,-0.04580005296086879
0.66,0.46058716386707876,-2.0032246053358476,2.3575267690563084,-2.7035160440036248,51.5954207197343,-59.23651082604313,0.44355109285742744,-0.048763550909996935
0.665,0.47366468315389887,-2.018223098284961,2.6155038573640215,-2.9996985898227146,52.09910046076503,-59.31867406884204,0.44106820536084124,-0.05178121681989621
0.67,0.4880446798740866,-2.0347045580423604,2.875999344037548,-3.296291951479934,52.16220479271596,-58.96184131569875,0.43377795333155034,-0.05479147009585146
0.675,0.5037287316346652,-2.052660063787601,3.136810352115735,-3.5911011490481006,51.73933651772536,-58.13542712517648,0.42138880680355933,-0.057708855232698024
0.68,0.5207062667280565,-2.0720689551645832,3.3955070186782645,-3.881778275396498,50.77470481589625,-56.802529377850874,0.4035819720249826,-0.060421328761150146
0.685,0.538953169361767,-2.0928979097285816,3.6493805267420942,-4.165790912799646,49.20137076402043,-54.91967764507743,0.3800193419483876,-0.06278744448604665
0.69,0.558430106185528,-2.1150998561855276,3.8953873647522212,-4.44038929138924,46.94013663849817,-52.436327673916125,0.3503494386062099,-0.06463354227051503
0.695,0.5790805463484682,-2.138612710785678,4.130088032588023,-4.702570920030053,43.898022036055835,-49.29413283760815,0.31421036386282264,-0.06575109712345292
0.7,0.6008284369893406,-2.1633579186579155,4.349578128174482,-4.949041574447474,39.966315030959116,-45.42615201784301,0.2712289688454262,-0.0658945022500507
0.705,0.6235754854387467,-2.1892387802817437,4.549409689881226,-5.176172324765667,35.01833907892144,-40.75643628531971,0.2210164599416639,-0.06477983168868302
0.71,0.6471979923059638,-2.2161385527639816,4.724501373443399,-5.379954496447588,28.90750098196887,-35.201018866892944,0.1631636534070474,-0.06208574804887185
0.715,0.6715431866495133,-2.2439183506693294,4.86903886870991,-5.555959581069546,21.467268097810376,-28.6724635927766,0.09724667782621309,-0.0574590884869442
0.72,0.696425062661726,-2.2724149601159787,4.976375202442545,-5.699321889329871,12.517341827814668,-21.092180828303263,0.022871742606463713,-0.050530569664461636
0.725,0.7216198722045262,-2.301438874034544,5.038961908560033,-5.804782783713049,1.8863852548824767,-12.418089531736161,-0.06017249866727865,-0.04095197048053616
0.73,0.7468618413874124,-2.330773240141729,5.048393836577254,-5.866873221437005,-10.524645730842373,-2.69968868723309,-0.15150035047593052,-0.028477514496630038
0.735,0.7718406944657992,-2.3601750984145045,4.9957706156773565,-5.880371654555076,-24.58478889026886,7.824872603741991,-0.24911855549859335,-0.013132071515762312
0.74,0.796204927898241,-2.389381334817002,4.872846686488373,-5.841247280499461,-39.565193295051294,18.587843406685778,-0.3471301787390638,0.004462213743902846
0.745,0.81958003162089,-2.418122875072929,4.67502074452978,-5.748308051185411,-53.32256581406625,28.578401778598753,-0.43079972119600407,0.02250665528602401
0.75,0.8416220713764905,-2.446149955212892,4.408407951120098,-5.605416027992585,-60.57032193356411,36.60128669980791,-0.4665194970769437,0.037161138772597455
0.755,0.8621498533259679,-2.4732620030987946,4.105556389895483,-5.4224095771804866,-49.40880970182825,43.13128300479512,-0.3827760593322948,0.04178625857911468
0.76,0.8814424153405517,-2.4992957688041635,3.8585124029167455,-5.2067531410737296,5.173886547389628,57.622837335801904,-0.0377199186032255,0.028377255941107155
0.765,0.9008643248739038,-2.523888963458749,3.8843819066704173,-4.918638930917131,152.28224218013486,122.8062222608715,0.825261147482582,-0.0009456956455558061
0.77,0.9240932907992306,-2.545412002476069,4.64579318506537,-4.304607803463936,479.8946338386188,389.27575897293843,2.6018752053547467,0.014216352556641595
0.775,0.9593196227250824,-2.557203147656869,7.045266385170362,-2.3582290361600244,1110.0379453706573,1284.0128991917206,5.670885437008802,0.33025721780677597
0.78,1.0222969029188704,-2.53689397122288,12.595456038757593,4.061835286797784,1774.319345449629,848.4513185623646,9.600000000000001,-0.4314632625992393
0.785,1.1296321661861726,-2.4953735107929713,21.46705265346042,8.30409208598174,-1085.641203294983,-492.01824075508307,-9.600000000000001,-0.3795683024385479
0.79,1.209826399380565,-2.46615350683855,16.038846638878468,5.844000790884276,-593.8355855081443,-123.02285261685984,-9.600000000000001,-0.1976937942603319
0.795,1.2751747430022293,-2.440009074351275,13.069668724332871,5.228886497455016,-430.7504032776005,-138.16992966284,-9.600000000000001,-0.23961640436535836
0.8,1.3297543266078455,-2.4173188902483593,10.91591672112326,4.538036820583103,-316.951899411687,-106.14726833125917,-9.600000000000001,-0.23716852932299293
0.805,1.3764101127903356,-2.397282387956537,9.331157236498017,4.007300458364501,-245.45119810472306,-90.97493381097001,-9.600000000000001,-0.23840025097146936
0.81,1.4169296190773906,-2.379520259096114,8.103901257411001,3.5524257720845527,-197.10664931335032,-82.36331775124279,-9.600000000000001,-0.23909647858468866
0.815,1.4525214591857338,-2.3638172132612607,7.1183680216686565,3.1406091669706666,-163.2348530966524,-67.33322928021767,-9.600000000000001,-0.23063649277586315
0.82,1.4840324280198587,-2.349797498231065,6.302193766824963,2.80394300603918,-140.24361789709837,-55.67387036704099,-9.600000000000001,-0.22161841447446717
0.825,1.512037306459666,-2.3371696300290785,5.600975687961451,2.5255736403973237,-124.3342606117385,-48.60412804105238,-9.600000000000001,-0.21411669966846442
0.83,1.536933828437796,-2.3257568651002796,4.979304395626012,2.282552985759782,-113.05652079258152,-35.899887651036806,-9.600000000000001,-0.20059856574033363
0.835,1.5590039374504774,-2.3152415974306013,4.414021802536277,2.1030535339356837,-105.65072350452488,-25.515443301425762,-9.600000000000001,-0.1877992464978443
0.84,1.5784327784299843,-2.3053642159092385,3.885768195901389,1.9754763042725645,-100.74272110250331,-19.818372582724805,-9.600000000000001,-0.17817851288258219
0.845,1.5953430514356806,-2.295982293771655,3.3820546011392634,1.8763844275166561,-97.34880721131549,-7.930918036068988,-9.600000000000001,-0.1632687132274456
0.85,1.6098196043132618,-2.2867986446473685,2.895310575516232,1.8367298248573207,-95.39291320468828,1.458097011138534,-9.600000000000001,-0.15028148946615608
0.855,1.6219113344098794,-2.2775785431555757,2.41834601932352,1.8440202983585199,-94.04808126098851,-5.022576302811785,-9.600000000000001,-0.1505577090014206
0.86,1.6316518625201393,-2.268484006146464,1.9481056220519515,1.8189074018222784,-92.54381623094537,9.833134010438698,-9.600000000000001,-0.13397292508284617
0.865,1.6390787952650125,-2.259143640846002,1.4853865489746403,1.8680730600924689,-91.76086295406071,19.64812199343396,-9.600000000000001,-0.12192675776593609
0.87,1.6442117064700053,-2.249312072543569,1.0265822409985463,1.966313660486559,-91.12094080299266,26.540278153557438,-9.600000000000001,-0.11292469423176002
0.875,1.647066594181342,-2.2388169973273793,0.5709775422673686,2.0990150432380115,-90.31404894774028,29.9621614533728,-9.600000000000001,-0.1075661381599259
